Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total acceleration (ft/s²),Mass (oz),Propellant mass (oz),Thrust (N),Drag force (N),Drag coefficient (​)
0,0,0,-16.965,16.965,829.33,88.739,108.65,0,1.6082
2e-3,0,0,13.359,13.359,829.33,88.739,325.96,0,1.6082
4e-3,2.6719e-5,0.026719,43.684,43.684,829.31,88.718,543.26,1.2676e-6,1.6082
6e-3,1.6753e-4,0.11409,74.011,74.011,829.29,88.697,760.57,2.3111e-5,1.6082
8e-3,5.4374e-4,0.26212,104.34,104.34,829.27,88.677,977.87,1.0475e-4,1.381
0.01,0.0012767,0.4708,133.12,133.12,829.25,88.656,1184.1,2.9105e-4,1.1893
0.012,0.0024845,0.73705,152.6,152.6,829.22,88.626,1323.6,6.4404e-4,1.0738
0.014,0.0042638,1.0423,170.53,170.53,829.17,88.579,1452,0.0011976,0.99854
0.016,0.0066894,1.3834,188.47,188.47,829.12,88.523,1580.4,0.0019955,0.94446
0.018,0.0098331,1.7603,206.41,206.41,829.06,88.467,1708.9,0.0030891,0.90293
0.02,0.013767,2.1732,224.35,224.35,829,88.411,1837.3,0.0045342,0.86961
0.022,0.018562,2.6219,242.3,242.3,828.95,88.355,1965.7,0.0063908,0.84203
0.024,0.02429,3.1065,255.05,255.05,828.89,88.299,2056.9,0.0087228,0.81868
0.026,0.031013,3.6167,262.61,262.61,828.83,88.232,2110.9,0.011537,0.7989
0.028,0.038772,4.142,270.18,270.18,828.75,88.155,2164.9,0.014814,0.78212
0.03,0.047596,4.6824,277.75,277.75,828.67,88.079,2218.9,0.01858,0.7676
0.032,0.057516,5.2379,285.32,285.32,828.6,88.002,2272.9,0.022865,0.75484
0.034,0.068563,5.8086,292.89,292.89,828.52,87.925,2326.9,0.027696,0.74349
0.036,0.080766,6.3944,299.95,299.95,828.44,87.849,2377.2,0.033103,0.73328
0.038,0.094155,6.9944,303.96,303.96,828.36,87.77,2405.7,0.039107,0.72404
0.04,0.10875,7.6023,307.46,307.46,828.28,87.686,2430.5,0.045668,0.71569
0.042,0.12457,8.2173,310.96,310.96,828.19,87.601,2455.3,0.052789,0.7081
0.044,0.14163,8.8393,314.46,314.46,828.11,87.515,2480.1,0.060483,0.70114
0.046,0.15994,9.4683,317.96,317.96,828.02,87.43,2504.9,0.068763,0.69473
0.048,0.17951,10.104,321.46,321.46,827.94,87.344,2529.7,0.077641,0.6888
0.05,0.20036,10.747,323.31,323.31,827.85,87.258,2542.7,0.087133,0.68328
0.052,0.2225,11.394,323.51,323.51,827.76,87.171,2543.8,0.097199,0.67814
0.054,0.24594,12.041,323.7,323.7,827.68,87.082,2545,0.10779,0.67338
0.056,0.27066,12.688,323.9,323.9,827.59,86.993,2546.1,0.1189,0.66893
0.058,0.29669,13.336,324.1,324.1,827.5,86.904,2547.2,0.13054,0.66476
0.06,0.32401,13.985,324.29,324.29,827.41,86.816,2548.4,0.14269,0.66085
0.062,0.35263,14.633,324.49,324.49,827.32,86.727,2549.5,0.15536,0.65717
0.064,0.38254,15.282,324.68,324.68,827.23,86.638,2550.7,0.16855,0.65369
0.066,0.41376,15.932,324.88,324.88,827.14,86.549,2551.8,0.18226,0.6504
0.068,0.44627,16.582,325.07,325.07,827.05,86.46,2552.9,0.19648,0.64727
0.07,0.48008,17.232,325.27,325.27,826.96,86.371,2554.1,0.21122,0.6443
0.072,0.5152,17.882,325.47,325.47,826.88,86.282,2555.2,0.22647,0.64147
0.074,0.55161,18.533,325.66,325.66,826.79,86.193,2556.4,0.24223,0.63876
0.076,0.58933,19.185,325.86,325.86,826.7,86.104,2557.5,0.25851,0.63618
0.078,0.62835,19.836,326.05,326.05,826.61,86.015,2558.6,0.2753,0.6337
0.08,0.66868,20.489,326.25,326.25,826.52,85.927,2559.8,0.2926,0.63133
0.082,0.71031,21.141,326.44,326.44,826.43,85.838,2560.9,0.31041,0.62905
0.084,0.75324,21.794,326.64,326.64,826.34,85.749,2562,0.32873,0.62686
0.086,0.79748,22.447,326.83,326.83,826.25,85.66,2563.2,0.34756,0.62475
0.088,0.84303,23.101,327.03,327.03,826.16,85.571,2564.3,0.3669,0.62272
0.09,0.88989,23.755,327.22,327.22,826.08,85.482,2565.5,0.38675,0.62076
0.092,0.93805,24.41,327.42,327.42,825.99,85.393,2566.6,0.4071,0.61886
0.094,0.98753,25.065,327.61,327.61,825.9,85.304,2567.7,0.42797,0.61703
0.096,1.0383,25.72,327.81,327.81,825.81,85.215,2568.9,0.44935,0.61526
0.098,1.0904,26.376,328.01,328.01,825.72,85.126,2570,0.47123,0.61355
0.1,1.1438,27.032,328.09,328.09,825.63,85.038,2570.4,0.49363,0.61188
0.102,1.1985,27.688,328.08,328.08,825.54,84.949,2570,0.51652,0.61027
0.104,1.2546,28.344,328.06,328.06,825.45,84.859,2569.6,0.53991,0.60871
0.106,1.3119,29,328.04,328.04,825.36,84.77,2569.3,0.56379,0.6072
0.108,1.3706,29.657,328.02,328.02,825.27,84.681,2568.9,0.58816,0.60572
0.11,1.4305,30.313,328.01,328.01,825.19,84.592,2568.5,0.61302,0.60429
0.112,1.4918,30.969,327.99,327.99,825.1,84.502,2568.1,0.63836,0.6029
0.114,1.5544,31.625,327.97,327.97,825.01,84.413,2567.7,0.6642,0.60155
0.116,1.6183,32.281,327.95,327.95,824.92,84.324,2567.4,0.69052,0.60023
0.118,1.6835,32.937,327.93,327.93,824.83,84.235,2567,0.71733,0.59894
0.12,1.7501,33.593,327.92,327.92,824.74,84.145,2566.6,0.74463,0.59769
0.122,1.8179,34.249,327.9,327.9,824.65,84.056,2566.2,0.7724,0.59647
0.124,1.8871,34.904,327.88,327.88,824.56,83.967,2565.8,0.80067,0.59528
0.126,1.9575,35.56,327.86,327.86,824.47,83.878,2565.5,0.82941,0.59412
0.128,2.0293,36.216,327.84,327.84,824.38,83.789,2565.1,0.85864,0.59298
0.13,2.1024,36.872,327.82,327.82,824.29,83.699,2564.7,0.88835,0.59187
0.132,2.1768,37.527,327.81,327.81,824.2,83.61,2564.3,0.91854,0.59079
0.134,2.2525,38.183,327.79,327.79,824.11,83.521,2563.9,0.94921,0.58973
0.136,2.3295,38.839,327.77,327.77,824.03,83.432,2563.6,0.98036,0.58869
0.138,2.4079,39.494,327.75,327.75,823.94,83.342,2563.2,1.012,0.58768
0.14,2.4875,40.15,327.73,327.73,823.85,83.253,2562.8,1.0441,0.58669
0.142,2.5685,40.805,327.71,327.71,823.76,83.164,2562.4,1.0774,0.58612
0.144,2.6507,41.461,327.69,327.69,823.67,83.075,2562,1.1123,0.58612
0.146,2.7343,42.116,327.67,327.67,823.58,82.986,2561.7,1.1478,0.58613
0.148,2.8192,42.772,327.65,327.65,823.49,82.896,2561.3,1.1838,0.58614
0.15,2.9054,43.427,327.55,327.55,823.4,82.807,2560.3,1.2204,0.58614
0.152,2.9929,44.082,327.37,327.37,823.31,82.718,2558.8,1.2575,0.58615
0.154,3.0817,44.737,327.19,327.19,823.22,82.63,2557.3,1.2951,0.58616
0.156,3.1718,45.392,327.01,327.01,823.14,82.541,2555.8,1.3333,0.58616
0.158,3.2633,46.046,326.83,326.83,823.05,82.453,2554.3,1.372,0.58617
0.16,3.356,46.699,326.65,326.65,822.96,82.365,2552.7,1.4113,0.58618
0.162,3.4501,47.353,326.47,326.47,822.87,82.276,2551.2,1.451,0.58619
0.164,3.5454,48.006,326.29,326.29,822.78,82.188,2549.7,1.4913,0.58619
0.166,3.6421,48.658,326.11,326.11,822.69,82.099,2548.2,1.5322,0.5862
0.168,3.7401,49.311,325.93,325.93,822.6,82.011,2546.7,1.5736,0.58621
0.17,3.8393,49.963,325.75,325.75,822.52,81.923,2545.2,1.6155,0.58622
0.172,3.9399,50.614,325.57,325.57,822.43,81.834,2543.6,1.6579,0.58622
0.174,4.0418,51.265,325.39,325.39,822.34,81.746,2542.1,1.7008,0.58623
0.176,4.145,51.916,325.21,325.21,822.25,81.657,2540.6,1.7443,0.58624
0.178,4.2495,52.567,325.03,325.03,822.16,81.569,2539.1,1.7883,0.58625
0.18,4.3552,53.217,324.84,324.84,822.07,81.481,2537.6,1.8328,0.58626
0.182,4.4623,53.867,324.66,324.66,821.99,81.392,2536.1,1.8779,0.58626
0.184,4.5707,54.516,324.48,324.48,821.9,81.304,2534.5,1.9235,0.58627
0.186,4.6804,55.165,324.3,324.3,821.81,81.215,2533,1.9696,0.58628
0.188,4.7914,55.814,324.12,324.12,821.72,81.127,2531.5,2.0162,0.58629
0.19,4.9036,56.462,323.93,323.93,821.63,81.039,2530,2.0633,0.5863
0.192,5.0172,57.11,323.75,323.75,821.54,80.95,2528.5,2.111,0.58631
0.194,5.1321,57.757,323.57,323.57,821.46,80.862,2526.9,2.1591,0.58632
0.196,5.2483,58.405,323.39,323.39,821.37,80.773,2525.4,2.2078,0.58633
0.198,5.3657,59.051,323.21,323.21,821.28,80.685,2523.9,2.257,0.58633
0.2,5.4845,59.698,323.02,323.02,821.19,80.597,2522.4,2.3067,0.58634
0.202,5.6045,60.344,322.84,322.84,821.1,80.509,2520.9,2.357,0.58635
0.204,5.7258,60.99,322.66,322.66,821.02,80.422,2519.4,2.4077,0.58636
0.206,5.8485,61.635,322.47,322.47,820.93,80.335,2517.8,2.459,0.58637
0.208,5.9724,62.28,322.29,322.29,820.84,80.248,2516.3,2.5107,0.58638
0.21,6.0976,62.925,322.11,322.11,820.75,80.16,2514.8,2.563,0.58639
0.212,6.2241,63.569,321.92,321.92,820.67,80.073,2513.3,2.6158,0.5864
0.214,6.3519,64.213,321.74,321.74,820.58,79.986,2511.8,2.6691,0.58641
0.216,6.4809,64.856,321.55,321.55,820.49,79.899,2510.3,2.7229,0.58642
0.218,6.6113,65.5,321.37,321.37,820.41,79.812,2508.7,2.7772,0.58643
0.22,6.7429,66.142,321.18,321.18,820.32,79.725,2507.2,2.832,0.58644
0.222,6.8758,66.785,321,321,820.23,79.638,2505.7,2.8873,0.58645
0.224,7.0101,67.427,320.82,320.82,820.14,79.551,2504.2,2.9432,0.58646
0.226,7.1456,68.069,320.63,320.63,820.06,79.464,2502.7,2.9995,0.58647
0.228,7.2823,68.71,320.45,320.45,819.97,79.377,2501.1,3.0563,0.58648
0.23,7.4204,69.351,320.26,320.26,819.88,79.29,2499.6,3.1136,0.58649
0.232,7.5597,69.991,320.08,320.08,819.8,79.203,2498.1,3.1715,0.5865
0.234,7.7004,70.632,319.89,319.89,819.71,79.115,2496.6,3.2298,0.58651
0.236,7.8423,71.271,319.71,319.71,819.62,79.028,2495.1,3.2886,0.58653
0.238,7.9854,71.911,319.52,319.52,819.53,78.941,2493.6,3.348,0.58654
0.24,8.1299,72.55,319.34,319.34,819.45,78.854,2492,3.4078,0.58655
0.242,8.2756,73.189,319.15,319.15,819.36,78.767,2490.5,3.4681,0.58656
0.244,8.4227,73.827,318.96,318.96,819.27,78.68,2489,3.5289,0.58657
0.246,8.571,74.465,318.78,318.78,819.19,78.593,2487.5,3.5902,0.58658
0.248,8.7205,75.103,318.59,318.59,819.1,78.506,2486,3.652,0.58659
0.25,8.8714,75.74,318.62,318.62,819.01,78.419,2486,3.7143,0.5866
0.252,9.0235,76.377,318.86,318.86,818.93,78.332,2487.5,3.7771,0.58662
0.254,9.1769,77.015,319.11,319.11,818.84,78.245,2489,3.8405,0.58663
0.256,9.3315,77.653,319.35,319.35,818.75,78.158,2490.5,3.9045,0.58664
0.258,9.4875,78.292,319.59,319.59,818.66,78.07,2492,3.9691,0.58665
0.26,9.6447,78.931,319.84,319.84,818.58,77.983,2493.6,4.0342,0.58666
0.262,9.8032,79.571,320.08,320.08,818.49,77.896,2495.1,4.1,0.58668
0.264,9.963,80.211,320.32,320.32,818.4,77.809,2496.6,4.1663,0.58669
0.266,10.124,80.852,320.56,320.56,818.32,77.722,2498.1,4.2332,0.5867
0.268,10.286,81.493,320.81,320.81,818.23,77.635,2499.6,4.3006,0.58671
0.27,10.45,82.135,321.05,321.05,818.14,77.548,2501.1,4.3687,0.58672
0.272,10.615,82.777,321.29,321.29,818.05,77.461,2502.7,4.4374,0.58674
0.274,10.781,83.419,321.53,321.53,817.97,77.374,2504.2,4.5066,0.58675
0.276,10.949,84.063,321.78,321.78,817.88,77.287,2505.7,4.5764,0.58676
0.278,11.117,84.706,322.02,322.02,817.79,77.2,2507.2,4.6469,0.58678
0.28,11.287,85.35,322.26,322.26,817.71,77.113,2508.7,4.7179,0.58679
0.282,11.459,85.995,322.5,322.5,817.62,77.025,2510.3,4.7895,0.5868
0.284,11.631,86.64,322.75,322.75,817.53,76.938,2511.8,4.8617,0.58682
0.286,11.805,87.285,322.99,322.99,817.44,76.851,2513.3,4.9345,0.58683
0.288,11.981,87.932,323.23,323.23,817.36,76.764,2514.8,5.0079,0.58684
0.29,12.157,88.578,323.47,323.47,817.27,76.677,2516.7,5.0819,0.58686
0.293,12.424,89.549,323.88,323.88,817.16,76.568,2519.5,5.1941,0.58688
0.2975,12.831,91.007,324.5,324.5,817,76.405,2524.1,5.3648,0.58691
0.30425,13.452,93.198,325.61,325.61,816.75,76.158,2531.9,5.6267,0.58696
0.31425,14.4,96.457,327.28,327.28,816.38,75.789,2541.4,6.0277,0.58703
0.32425,15.381,99.732,328.76,328.76,815.94,75.346,2550.9,6.4445,0.58711
0.33425,16.395,103.02,330.24,330.24,815.5,74.903,2560.4,6.8773,0.58719
0.34425,17.442,106.32,331.87,331.87,815.05,74.46,2570.9,7.3263,0.58727
0.35425,18.522,109.64,334.7,334.7,814.61,74.014,2589.9,7.7918,0.58736
0.36425,19.635,112.99,337.8,337.8,814.16,73.562,2610.7,8.276,0.58745
0.37425,20.782,116.37,340.91,340.91,813.7,73.106,2631.6,8.7795,0.58754
0.38425,21.963,119.78,344.01,344.01,813.24,72.65,2652.5,9.3029,0.58764
0.39425,23.178,123.22,347.15,347.15,812.79,72.194,2673.6,9.8465,0.58774
0.40425,24.427,126.7,350.6,350.6,812.33,71.732,2696.9,10.411,0.58784
0.41425,25.712,130.2,354.12,354.12,811.85,71.254,2720.6,10.997,0.58795
0.42425,27.031,133.75,357.65,357.65,811.36,70.769,2744.3,11.605,0.58806
0.43425,28.387,137.33,361.18,361.18,810.88,70.283,2768,12.236,0.58818
0.44425,29.778,140.94,364.7,364.7,810.39,69.797,2791.7,12.891,0.5883
0.45425,31.206,144.59,368.23,368.23,809.91,69.312,2815.4,13.569,0.58842
0.46425,32.67,148.27,371.76,371.76,809.42,68.826,2839.1,14.272,0.58855
0.47425,34.171,151.99,375.29,375.29,808.93,68.34,2862.9,15,0.58868
0.48425,35.71,155.74,378.83,378.83,808.45,67.854,2886.6,15.753,0.58882
0.49425,37.286,159.53,382.26,382.26,807.96,67.369,2909.6,16.532,0.58897
0.50425,38.901,163.36,384.89,384.89,807.47,66.876,2927,17.338,0.58911
0.51425,40.554,167.21,387.35,387.35,806.96,66.365,2943.1,18.169,0.58927
0.52425,42.245,171.08,389.81,389.81,806.44,65.845,2959.2,19.025,0.58942
0.53425,43.975,174.98,392.27,392.27,805.92,65.324,2975.3,19.906,0.58959
0.54425,45.745,178.91,394.73,394.73,805.4,64.804,2991.5,20.814,0.58975
0.55425,47.554,182.86,397.19,397.19,804.88,64.284,3007.6,21.748,0.58992
0.56425,49.402,186.83,399.65,399.65,804.36,63.763,3023.7,22.709,0.5901
0.57425,51.29,190.83,402.11,402.11,803.84,63.243,3039.9,23.698,0.59028
0.58425,53.219,194.85,404.57,404.57,803.32,62.723,3056,24.714,0.59047
0.59425,55.188,198.9,406.81,406.81,802.8,62.202,3070.6,25.758,0.59066
0.60425,57.197,202.97,407.33,407.33,802.27,61.679,3073.3,26.83,0.59086
0.61425,59.247,207.04,407.46,407.46,801.74,61.149,3073.3,27.926,0.59106
0.62425,61.338,211.12,407.59,407.59,801.21,60.614,3073.3,29.045,0.59126
0.63425,63.469,215.2,407.72,407.72,800.67,60.08,3073.3,30.187,0.59147
0.64425,65.642,219.28,407.85,407.85,800.14,59.545,3073.3,31.351,0.59168
0.65425,67.855,223.36,407.97,407.97,799.6,59.011,3073.3,32.538,0.5919
0.66425,70.109,227.44,408.09,408.09,799.07,58.477,3073.3,33.749,0.59212
0.67425,72.404,231.52,408.2,408.2,798.54,57.942,3073.3,34.982,0.59234
0.68425,74.739,235.6,408.32,408.32,798,57.408,3073.3,36.239,0.59257
0.69425,77.116,239.69,408.46,408.46,797.47,56.874,3073.6,37.518,0.59281
0.70425,79.533,243.77,408.92,408.92,796.93,56.339,3075.9,38.821,0.59304
0.71425,81.991,247.86,409.43,409.43,796.4,55.803,3078.8,40.149,0.59328
0.72425,84.49,251.96,409.95,409.95,795.86,55.266,3081.6,41.501,0.59353
0.73425,87.03,256.06,410.46,410.46,795.32,54.729,3084.5,42.878,0.59378
0.74425,89.612,260.17,410.97,410.97,794.79,54.192,3087.3,44.28,0.59404
0.75425,92.234,264.28,411.48,411.48,794.25,53.655,3090.2,45.707,0.59429
0.76425,94.897,268.39,411.98,411.98,793.71,53.118,3093,47.159,0.59456
0.77425,97.602,272.52,412.48,412.48,793.18,52.581,3095.9,48.636,0.59483
0.78425,100.35,276.64,412.98,412.98,792.64,52.045,3098.7,50.139,0.5951
0.79425,103.13,280.77,413.42,413.42,792.1,51.508,3101.2,51.668,0.59537
0.80425,105.96,284.91,413.45,413.45,791.56,50.971,3100.9,53.222,0.59566
0.81425,108.83,289.04,413.38,413.38,791.03,50.432,3099.9,54.8,0.59594
0.82425,111.74,293.18,413.31,413.31,790.49,49.894,3099,56.402,0.59623
0.83425,114.7,297.31,413.24,413.24,789.95,49.355,3098,58.028,0.59652
0.84425,117.69,301.45,413.16,413.16,789.41,48.817,3097.1,59.677,0.59682
0.85425,120.73,305.58,413.08,413.08,788.87,48.278,3096.1,61.351,0.59712
0.86425,123.8,309.71,413,413,788.33,47.74,3095.2,63.048,0.59743
0.87425,126.92,313.84,412.91,412.91,787.8,47.201,3094.3,64.769,0.59774
0.88425,130.08,317.97,412.82,412.82,787.26,46.663,3093.3,66.514,0.59805
0.89425,133.28,322.1,412.73,412.73,786.72,46.124,3092.4,68.282,0.59837
0.90425,136.52,326.23,412.75,412.75,786.18,45.586,3092.3,70.075,0.59869
0.91425,139.8,330.36,412.79,412.79,785.64,45.048,3092.3,71.893,0.59902
0.92425,143.13,334.49,412.82,412.82,785.1,44.511,3092.3,73.735,0.59935
0.93425,146.49,338.62,412.85,412.85,784.57,43.973,3092.3,75.601,0.59968
0.94425,149.9,342.75,412.88,412.88,784.03,43.435,3092.3,77.493,0.60002
0.95425,153.35,346.88,412.9,412.9,783.49,42.898,3092.3,79.409,0.60037
0.96425,156.84,351.01,412.92,412.92,782.95,42.36,3092.3,81.35,0.60071
0.97425,160.37,355.14,412.93,412.93,782.42,41.822,3092.3,83.316,0.60106
0.98425,163.94,359.27,412.95,412.95,781.88,41.284,3092.3,85.307,0.60142
0.99425,167.55,363.4,412.78,412.78,781.34,40.747,3091.1,87.323,0.60178
1.0043,171.21,367.53,411.14,411.14,780.81,40.212,3080,89.363,0.60214
1.0143,174.9,371.64,409.16,409.16,780.28,39.682,3066.7,91.42,0.60251
1.0243,178.64,375.73,407.18,407.18,779.75,39.156,3053.4,93.492,0.60288
1.0343,182.42,379.81,405.2,405.2,779.22,38.63,3040.2,95.578,0.60325
1.0443,186.24,383.86,403.21,403.21,778.7,38.104,3026.9,97.679,0.60362
1.0543,190.1,387.89,401.21,401.21,778.17,37.578,3013.6,99.793,0.604
1.0643,194,391.91,399.21,399.21,777.65,37.051,3000.3,101.92,0.60437
1.0743,197.93,395.9,397.21,397.21,777.12,36.525,2987,104.06,0.60475
1.0843,201.91,399.87,395.2,395.2,776.59,35.999,2973.8,106.22,0.60514
1.0943,205.93,403.82,393.12,393.12,776.07,35.473,2960.1,108.38,0.60552
1.1043,209.99,407.76,390.56,390.56,775.55,34.952,2943.2,110.56,0.6059
1.1143,214.09,411.66,387.88,387.88,775.04,34.444,2925.5,112.75,0.60629
1.1243,218.22,415.54,385.18,385.18,774.54,33.942,2907.9,114.94,0.60668
1.1343,222.4,419.39,382.48,382.48,774.03,33.441,2890.2,117.14,0.60707
1.1443,226.61,423.22,379.78,379.78,773.53,32.94,2872.6,119.35,0.60746
1.1543,230.86,427.02,377.08,377.08,773.03,32.438,2854.9,121.57,0.60785
1.1643,235.15,430.79,374.37,374.37,772.53,31.937,2837.3,123.79,0.60824
1.1743,239.48,434.53,371.65,371.65,772.03,31.435,2819.6,126.02,0.60863
1.1843,243.84,438.25,365.23,365.23,771.53,30.934,2777.3,128.25,0.60902
1.1943,248.24,441.9,351.77,351.77,771.04,30.451,2688.2,130.46,0.60941
1.2043,252.68,445.42,338.12,338.12,770.58,29.991,2597.9,132.61,0.60979
1.2143,257.15,448.8,324.47,324.47,770.13,29.535,2507.7,134.7,0.61015
1.2243,261.65,452.05,312.72,312.72,769.67,29.079,2430.2,136.71,0.6105
1.2343,266.19,455.18,306.04,306.04,769.23,28.64,2386.4,138.67,0.61085
1.2443,270.76,458.24,299.62,299.62,768.82,28.226,2344.5,140.6,0.61119
1.2543,275.35,461.23,293.2,293.2,768.41,27.817,2302.6,142.5,0.61152
1.2643,279.98,464.16,286.92,286.92,768,27.409,2261.6,144.38,0.61185
1.2743,284.64,467.03,281.78,281.78,767.6,27.006,2228.3,146.23,0.61217
1.2843,289.32,469.85,276.9,276.9,767.21,26.615,2196.7,148.06,0.61249
1.2943,294.03,472.62,272.21,272.21,766.82,26.231,2166.4,149.86,0.61281
1.3043,298.77,475.34,269.15,269.15,766.44,25.851,2146.9,151.65,0.61312
1.3143,303.54,478.03,266.44,266.44,766.08,25.483,2129.8,153.43,0.61343
1.3243,308.33,480.7,263.73,263.73,765.72,25.122,2112.8,155.2,0.61374
1.3343,313.15,483.34,261.03,261.03,765.35,24.761,2095.7,156.97,0.61405
1.3443,318,485.95,258.32,258.32,764.99,24.4,2078.6,158.72,0.61435
1.3543,322.87,488.53,255.6,255.6,764.63,24.039,2061.5,160.47,0.61466
1.3643,327.77,491.08,252.89,252.89,764.27,23.677,2044.5,162.21,0.61496
1.3743,332.7,493.61,250.18,250.18,763.91,23.316,2027.4,163.94,0.61527
1.3843,337.64,496.11,247.46,247.46,763.55,22.955,2010.3,165.67,0.61557
1.3943,342.62,498.59,244.82,244.82,763.19,22.594,1993.8,167.38,0.61586
1.4043,347.62,501.04,242.82,242.82,762.83,22.238,1981.4,169.09,0.61616
1.4143,352.64,503.46,240.96,240.96,762.49,21.894,1970,170.79,0.61646
1.4243,357.68,505.87,239.1,239.1,762.15,21.558,1958.7,172.48,0.61675
1.4343,362.76,508.26,237.23,237.23,761.82,21.221,1947.3,174.17,0.61705
1.4443,367.85,510.64,235.36,235.36,761.48,20.885,1935.9,175.86,0.61734
1.4543,372.97,512.99,233.49,233.49,761.14,20.549,1924.5,177.54,0.61763
1.4643,378.11,515.32,231.63,231.63,760.81,20.212,1913.1,179.22,0.61792
1.4743,383.27,517.64,229.76,229.76,760.47,19.876,1901.8,180.89,0.61821
1.4843,388.46,519.94,227.88,227.88,760.13,19.539,1890.4,182.56,0.6185
1.4943,393.67,522.22,226.05,226.05,759.8,19.203,1879.2,184.22,0.61879
1.5043,398.91,524.48,224.54,224.54,759.46,18.87,1870.2,185.88,0.61908
1.5143,404.16,526.72,223.1,223.1,759.14,18.546,1861.7,187.53,0.61937
1.5243,409.44,528.95,221.65,221.65,758.82,18.227,1853.2,189.18,0.61965
1.5343,414.74,531.17,220.2,220.2,758.5,17.907,1844.6,190.83,0.61994
1.5443,420.06,533.37,218.75,218.75,758.18,17.588,1836.1,192.47,0.62022
1.5543,425.41,535.56,217.31,217.31,757.86,17.269,1827.6,194.11,0.62051
1.5643,430.78,537.73,215.86,215.86,757.54,16.95,1819,195.75,0.62079
1.5743,436.16,539.89,214.41,214.41,757.22,16.631,1810.5,197.39,0.62108
1.5843,441.57,542.03,212.96,212.96,756.91,16.312,1801.9,199.02,0.62136
1.5943,447,544.16,211.48,211.48,756.59,15.993,1793.2,200.64,0.62164
1.6043,452.46,546.28,209.78,209.78,756.27,15.677,1783.1,202.26,0.62192
1.6143,457.93,548.37,208.04,208.04,755.96,15.37,1772.7,203.88,0.6222
1.6243,463.42,550.45,206.29,206.29,755.66,15.067,1762.2,205.49,0.62248
1.6343,468.94,552.52,204.54,204.54,755.36,14.764,1751.8,207.09,0.62276
1.6443,474.47,554.56,202.79,202.79,755.06,14.462,1741.4,208.68,0.62303
1.6543,480.03,556.59,201.04,201.04,754.75,14.159,1730.9,210.27,0.62331
1.6643,485.61,558.6,199.29,199.29,754.45,13.856,1720.5,211.85,0.62358
1.6743,491.2,560.59,197.54,197.54,754.15,13.554,1710.1,213.42,0.62385
1.6843,496.82,562.57,195.79,195.79,753.84,13.251,1699.6,214.99,0.62412
1.6943,502.45,564.52,194.08,194.08,753.54,12.948,1689.5,216.55,0.62439
1.7043,508.11,566.46,192.7,192.7,753.24,12.649,1681.4,218.09,0.62466
1.7143,513.78,568.39,191.38,191.38,752.95,12.358,1673.8,219.64,0.62492
1.7243,519.48,570.3,190.06,190.06,752.66,12.071,1666.2,221.18,0.62519
1.7343,525.19,572.2,188.75,188.75,752.38,11.784,1658.6,222.71,0.62546
1.7443,530.92,574.09,187.43,187.43,752.09,11.497,1651.1,224.24,0.62572
1.7543,536.67,575.96,186.11,186.11,751.8,11.21,1643.5,225.76,0.62598
1.7643,542.44,577.82,184.79,184.79,751.52,10.923,1635.9,227.28,0.62625
1.7743,548.23,579.67,183.47,183.47,751.23,10.636,1628.3,228.79,0.62651
1.7843,554.03,581.51,182.15,182.15,750.94,10.349,1620.7,230.3,0.62677
1.7943,559.86,583.33,180.9,180.9,750.66,10.062,1613.5,231.8,0.62703
1.8043,565.7,585.14,180.19,180.19,750.37,9.7767,1609.9,233.3,0.62728
1.8143,571.56,586.94,179.6,179.6,750.09,9.4962,1607.1,234.79,0.62754
1.8243,577.44,588.73,179.01,179.01,749.81,9.2183,1604.2,236.29,0.6278
1.8343,583.33,590.52,178.41,178.41,749.53,8.9404,1601.4,237.78,0.62806
1.8443,589.25,592.31,177.82,177.82,749.26,8.6624,1598.5,239.28,0.62832
1.8543,595.18,594.08,177.23,177.23,748.98,8.3845,1595.7,240.77,0.62857
1.8643,601.13,595.86,176.63,176.63,748.7,8.1066,1592.8,242.27,0.62883
1.8743,607.1,597.62,176.04,176.04,748.42,7.8287,1590,243.77,0.62909
1.8843,613.08,599.38,175.45,175.45,748.14,7.5508,1587.1,245.26,0.62935
1.8943,619.08,601.13,174.83,174.83,747.87,7.2729,1584.1,246.76,0.62961
1.9043,625.1,602.88,173.99,173.99,747.59,6.9964,1579.7,248.25,0.62986
1.9143,631.14,604.62,173.1,173.1,747.32,6.7232,1575,249.74,0.63012
1.9243,637.2,606.35,172.2,172.2,747.05,6.4519,1570.2,251.23,0.63038
1.9343,643.27,608.07,171.31,171.31,746.77,6.1805,1565.5,252.72,0.63063
1.9443,649.36,609.79,170.42,170.42,746.5,5.9092,1560.7,254.2,0.63089
1.9543,655.46,611.49,169.53,169.53,746.23,5.6379,1556,255.68,0.63114
1.9643,661.59,613.19,168.64,168.64,745.96,5.3666,1551.2,257.16,0.6314
1.9743,667.73,614.87,167.75,167.75,745.69,5.0953,1546.5,258.63,0.63165
1.9843,673.89,616.55,166.86,166.86,745.42,4.824,1541.8,260.1,0.6319
1.9943,680.06,618.22,165.92,165.92,745.15,4.5527,1536.7,261.57,0.63216
2.0043,686.25,619.87,164.62,164.62,744.88,4.2829,1529.3,263.03,0.63241
2.0143,692.46,621.52,163.23,163.23,744.61,4.0169,1521.4,264.49,0.63266
